
Добавление 8631 заняло 789542 нс, 1 операций
Удаление 4890 заняло 2125 нс, 21 операций
Удаление 5793 заняло 2334 нс, 22 операций
Удаление 2409 заняло 2083 нс, 23 операций
Удаление 1527 заняло 2209 нс, 22 операций
Удаление 459 заняло 3083 нс, 23 операций
Удаление 6359 заняло 2541 нс, 23 операций
Удаление 5876 заняло 2333 нс, 22 операций
Удаление 1527 заняло 1667 нс, 13 операций
Удаление 8570 заняло 1250 нс, 19 операций
Удаление 374 заняло 2250 нс, 25 операций
Удаление 1479 заняло 2750 нс, 21 операций
Удаление 1928 заняло 2333 нс, 22 операций
Удаление 4635 заняло 2667 нс, 22 операций
Удаление 8554 заняло 1625 нс, 20 операций
Удаление 1618 заняло 2666 нс, 21 операций
Удаление 1655 заняло 2250 нс, 21 операций
Удаление 963 заняло 3208 нс, 24 операций
Удаление 62 заняло 2917 нс, 23 операций
Удаление 3990 заняло 2667 нс, 21 операций
Удаление 5273 заняло 2709 нс, 23 операций
Удаление 9361 заняло 3125 нс, 21 операций
Удаление 3928 заняло 2750 нс, 22 операций
Удаление 8102 заняло 2084 нс, 20 операций
Удаление 5519 заняло 2333 нс, 22 операций
Удаление 5202 заняло 1833 нс, 22 операций
Удаление 3563 заняло 2875 нс, 23 операций
Удаление 7941 заняло 2125 нс, 22 операций
Удаление 7276 заняло 2500 нс, 20 операций
Удаление 6124 заняло 2125 нс, 22 операций
Удаление 1742 заняло 1709 нс, 21 операций
Удаление 8570 заняло 1833 нс, 11 операций
Удаление 2720 заняло 2458 нс, 22 операций
Удаление 3568 заняло 2041 нс, 23 операций
Удаление 675 заняло 3083 нс, 23 операций
Удаление 8422 заняло 1750 нс, 22 операций
Удаление 2425 заняло 1458 нс, 20 операций
Удаление 9846 заняло 2541 нс, 21 операций
Удаление 232 заняло 2625 нс, 25 операций
Удаление 3021 заняло 1750 нс, 22 операций
Удаление 9199 заняло 3083 нс, 23 операций
Удаление 6169 заняло 3458 нс, 24 операций
Удаление 7410 заняло 2208 нс, 23 операций
Удаление 8057 заняло 2041 нс, 19 операций
Удаление 7404 заняло 10500 нс, 24 операций
Удаление 9226 заняло 917 нс, 21 операций
Удаление 9025 заняло 959 нс, 22 операций
Удаление 4030 заняло 1583 нс, 22 операций
Удаление 8211 заняло 917 нс, 20 операций
Удаление 919 заняло 1167 нс, 23 операций
Удаление 2654 заняло 1042 нс, 22 операций
Удаление 2100 заняло 1250 нс, 22 операций
Удаление 6453 заняло 1000 нс, 21 операций
Удаление 6468 заняло 667 нс, 21 операций
Удаление 5717 заняло 584 нс, 22 операций
Удаление 9715 заняло 834 нс, 21 операций
Удаление 2898 заняло 1125 нс, 22 операций
Удаление 4023 заняло 542 нс, 23 операций
Удаление 51 заняло 916 нс, 25 операций
Удаление 1507 заняло 542 нс, 23 операций
Удаление 989 заняло 1000 нс, 25 операций
Удаление 4847 заняло 583 нс, 23 операций
Удаление 7895 заняло 1166 нс, 21 операций
Удаление 9052 заняло 583 нс, 14 операций
Удаление 762 заняло 958 нс, 20 операций
Удаление 4828 заняло 833 нс, 23 операций
Удаление 361 заняло 500 нс, 17 операций
Удаление 2933 заняло 958 нс, 22 операций
Удаление 7926 заняло 792 нс, 20 операций
Удаление 619 заняло 1125 нс, 23 операций
Удаление 9827 заняло 917 нс, 22 операций
Удаление 8564 заняло 666 нс, 21 операций
Удаление 4110 заняло 1084 нс, 24 операций
Удаление 6431 заняло 834 нс, 21 операций
Удаление 3072 заняло 1125 нс, 23 операций
Удаление 7671 заняло 541 нс, 22 операций
Удаление 7214 заняло 1167 нс, 20 операций
Удаление 2572 заняло 667 нс, 20 операций
Удаление 1281 заняло 917 нс, 24 операций
